LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Relative
Operator	csmmdx1
Date	2024/07/24
Time	13:39:49.0808582305908203125
***End_of_Header***	
	
Channels	2		
Samples	730	730	
Date	2024/07/24	2024/07/24	
Time	13:39:49.0808582305908203125	13:39:49.0808582305908203125	
X_Dimension	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	
***End_of_Header***			
X_Value	Untitled	Untitled 1	Comment
	-49.990292	-4.449356E-5
	-49.891689	-4.446824E-5
	-49.791836	-4.455934E-5
	-49.690174	-4.440246E-5
	-49.591206	-4.442746E-5
	-49.491119	-4.437233E-5
	-49.393005	-4.428091E-5
	-49.290409	-4.432191E-5
	-49.191769	-4.427613E-5
	-49.092625	-4.422005E-5
	-48.990189	-4.412919E-5
	-48.892429	-4.422054E-5
	-48.792442	-4.404291E-5
	-48.693130	-4.412392E-5
	-48.590832	-4.407803E-5
	-48.491894	-4.394175E-5
	-48.393860	-4.399281E-5
	-48.290749	-4.391166E-5
	-48.191845	-4.389583E-5
	-48.093620	-4.388089E-5
	-47.993618	-4.371419E-5
	-47.891262	-4.365316E-5
	-47.792526	-4.374454E-5
	-47.693935	-4.368315E-5
	-47.591579	-4.364788E-5
	-47.492359	-4.368350E-5
	-47.393311	-4.359233E-5
	-47.294220	-4.344054E-5
	-47.192295	-4.358224E-5
	-47.094276	-4.354631E-5
	-46.994221	-4.327370E-5
	-46.891277	-4.345580E-5
	-46.792152	-4.336456E-5
	-46.693104	-4.311671E-5
	-46.591885	-4.338967E-5
	-46.493271	-4.324808E-5
	-46.393238	-4.310142E-5
	-46.295792	-4.330343E-5
	-46.191780	-4.309102E-5
	-46.093349	-4.297997E-5
	-45.994678	-4.315178E-5
	-45.892578	-4.298989E-5
	-45.793072	-4.288367E-5
	-45.693695	-4.298459E-5
	-45.595913	-4.289393E-5
	-45.493603	-4.284258E-5
	-45.394886	-4.284324E-5
	-45.294880	-4.286790E-5
	-45.193443	-4.269576E-5
	-45.093765	-4.273677E-5
	-44.994724	-4.271142E-5
	-44.895649	-4.257934E-5
	-44.793850	-4.264530E-5
	-44.694324	-4.251393E-5
	-44.596066	-4.243812E-5
	-44.493385	-4.253897E-5
	-44.395191	-4.253897E-5
	-44.295444	-4.234158E-5
	-44.197338	-4.240720E-5
	-44.094482	-4.240720E-5
	-43.994682	-4.232649E-5
	-43.896473	-4.228578E-5
	-43.793777	-4.223560E-5
	-43.695026	-4.219992E-5
	-43.595928	-4.216468E-5
	-43.492794	-4.211894E-5
	-43.394295	-4.203297E-5
	-43.295532	-4.205842E-5
	-43.196312	-4.200758E-5
	-43.093506	-4.196742E-5
	-42.994781	-4.197188E-5
	-42.894936	-4.184557E-5
	-42.794437	-4.189097E-5
	-42.694252	-4.182012E-5
	-42.595444	-4.174417E-5
	-42.496208	-4.171406E-5
	-42.394196	-4.164828E-5
	-42.295696	-4.163825E-5
	-42.196690	-4.165344E-5
	-42.094604	-4.161280E-5
	-41.995869	-4.158209E-5
	-41.895679	-4.147094E-5
	-41.796841	-4.150674E-5
	-41.695198	-4.142037E-5
	-41.595890	-4.140002E-5
	-41.496479	-4.147557E-5
	-41.395447	-4.133400E-5
	-41.295628	-4.133380E-5
	-41.197624	-4.130432E-5
	-41.097752	-4.123744E-5
	-40.994514	-4.111169E-5
	-40.896801	-4.115673E-5
	-40.796703	-4.102045E-5
	-40.694519	-4.095986E-5
	-40.596333	-4.110620E-5
	-40.496445	-4.093418E-5
	-40.394192	-4.092425E-5
	-40.295551	-4.092928E-5
	-40.196705	-4.077249E-5
	-40.097168	-4.081783E-5
	-39.995037	-4.075750E-5
	-39.895813	-4.069632E-5
	-39.798302	-4.071128E-5
	-39.695614	-4.073666E-5
	-39.596245	-4.062066E-5
	-39.497585	-4.059002E-5
	-39.398415	-4.054936E-5
	-39.295444	-4.047370E-5
	-39.196007	-4.042294E-5
	-39.097404	-4.052369E-5
	-38.994503	-4.041804E-5
	-38.895569	-4.032677E-5
	-38.796944	-4.033171E-5
	-38.698990	-4.040707E-5
	-38.595589	-4.022580E-5
	-38.495972	-4.025112E-5
	-38.397644	-4.023041E-5
	-38.294971	-4.014960E-5
	-38.196404	-4.020490E-5
	-38.096935	-4.014440E-5
	-37.998180	-4.002273E-5
	-37.894680	-3.998261E-5
	-37.796188	-3.990689E-5
	-37.697216	-3.985049E-5
	-37.595173	-3.992170E-5
	-37.496376	-3.992160E-5
	-37.396545	-3.978531E-5
	-37.293350	-3.971923E-5
	-37.194397	-3.969882E-5
	-37.096519	-3.976445E-5
	-36.997833	-3.964813E-5
	-36.894783	-3.963262E-5
	-36.794331	-3.957237E-5
	-36.695839	-3.954696E-5
	-36.593975	-3.946108E-5
	-36.494484	-3.940520E-5
	-36.395226	-3.944554E-5
	-36.297344	-3.932372E-5
	-36.194397	-3.934969E-5
	-36.095257	-3.930387E-5
	-35.996307	-3.926805E-5
	-35.893394	-3.922330E-5
	-35.794735	-3.919264E-5
	-35.695621	-3.907112E-5
	-35.596645	-3.915195E-5
	-35.493980	-3.907609E-5
	-35.394001	-3.897477E-5
	-35.296368	-3.899002E-5
	-35.193832	-3.896968E-5
	-35.093609	-3.886842E-5
	-34.995422	-3.886348E-5
	-34.895893	-3.881800E-5
	-34.793404	-3.873684E-5
	-34.694706	-3.869105E-5
	-34.594849	-3.866108E-5
	-34.493973	-3.858519E-5
	-34.394375	-3.863067E-5
	-34.295006	-3.856478E-5
	-34.192326	-3.850940E-5
	-34.093807	-3.847877E-5
	-33.993721	-3.852416E-5
	-33.895035	-3.839276E-5
	-33.792618	-3.835241E-5
	-33.693375	-3.843293E-5
	-33.595577	-3.827631E-5
	-33.493351	-3.826564E-5
	-33.393471	-3.831148E-5
	-33.293564	-3.818515E-5
	-33.194366	-3.809932E-5
	-33.091698	-3.815971E-5
	-32.993984	-3.806867E-5
	-32.894638	-3.802282E-5
	-32.793106	-3.806357E-5
	-32.694195	-3.798244E-5
	-32.594559	-3.786608E-5
	-32.494453	-3.792662E-5
	-32.393505	-3.781545E-5
	-32.294365	-3.776973E-5
	-32.194077	-3.769912E-5
	-32.092583	-3.767362E-5
	-31.992893	-3.754213E-5
	-31.893982	-3.764834E-5
	-31.795988	-3.757745E-5
	-31.692249	-3.750154E-5
	-31.593443	-3.757760E-5
	-31.494915	-3.743557E-5
	-31.391581	-3.738014E-5
	-31.292974	-3.735977E-5
	-31.195210	-3.739995E-5
	-31.091188	-3.722834E-5
	-30.992966	-3.728376E-5
	-30.893707	-3.720258E-5
	-30.794903	-3.716701E-5
	-30.691540	-3.716713E-5
	-30.592123	-3.696991E-5
	-30.494841	-3.702549E-5
	-30.391598	-3.703588E-5
	-30.292395	-3.694451E-5
	-30.193096	-3.687401E-5
	-30.094419	-3.689923E-5
	-29.991625	-3.673692E-5
	-29.892164	-3.673686E-5
	-29.793489	-3.672665E-5
	-29.690273	-3.666100E-5
	-29.591728	-3.670133E-5
	-29.492149	-3.655480E-5
	-29.393185	-3.655954E-5
	-29.291710	-3.659012E-5
	-29.191679	-3.657973E-5
	-29.093670	-3.645845E-5
	-28.989727	-3.642810E-5
	-28.891146	-3.643282E-5
	-28.792248	-3.636182E-5
	-28.692198	-3.630659E-5
	-28.590950	-3.636682E-5
	-28.492395	-3.620487E-5
	-28.392721	-3.620024E-5
	-28.290480	-3.618467E-5
	-28.191978	-3.603278E-5
	-28.091049	-3.599760E-5
	-27.989872	-3.603298E-5
	-27.889637	-3.594677E-5
	-27.790991	-3.591659E-5
	-27.691895	-3.590635E-5
	-27.589895	-3.579983E-5
	-27.489748	-3.577499E-5
	-27.391666	-3.575943E-5
	-27.289482	-3.565345E-5
	-27.190536	-3.562276E-5
	-27.091381	-3.565334E-5
	-26.992783	-3.553663E-5
	-26.889532	-3.557221E-5
	-26.790401	-3.555700E-5
	-26.690784	-3.538018E-5
	-26.588169	-3.539529E-5
	-26.488901	-3.529915E-5
	-26.391388	-3.529352E-5
	-26.292227	-3.531903E-5
	-26.189268	-3.524295E-5
	-26.089775	-3.512147E-5
	-25.991362	-3.517235E-5
	-25.889412	-3.517713E-5
	-25.789829	-3.497506E-5
	-25.691460	-3.502012E-5
	-25.592754	-3.501505E-5
	-25.489521	-3.484322E-5
	-25.391825	-3.499469E-5
	-25.291527	-3.489894E-5
	-25.189604	-3.474694E-5
	-25.090513	-3.479253E-5
	-24.991751	-3.475222E-5
	-24.888916	-3.464059E-5
	-24.789200	-3.457490E-5
	-24.691570	-3.465066E-5
	-24.591791	-3.451415E-5
	-24.488956	-3.448900E-5
	-24.390766	-3.446833E-5
	-24.291248	-3.433683E-5
	-24.189384	-3.440276E-5
	-24.089552	-3.434184E-5
	-23.991806	-3.431124E-5
	-23.891146	-3.421543E-5
	-23.790977	-3.424545E-5
	-23.690138	-3.409889E-5
	-23.591421	-3.418480E-5
	-23.488834	-3.403836E-5
	-23.391232	-3.407320E-5
	-23.291344	-3.400294E-5
	-23.192278	-3.395223E-5
	-23.090008	-3.385064E-5
	-22.991335	-3.384577E-5
	-22.892437	-3.383045E-5
	-22.790495	-3.376939E-5
	-22.690575	-3.368868E-5
