  0.1385810E+01, -0.9582714E+00,  0.3432040E-03
  0.1390719E+01, -0.9582714E+00,  0.3944913E-03
  0.1395628E+01, -0.9582714E+00,  0.4379717E-03
  0.1400537E+01, -0.9582714E+00,  0.4723449E-03
  0.1405446E+01, -0.9582714E+00,  0.4969439E-03
  0.1410356E+01, -0.9582714E+00,  0.5114217E-03
  0.1415265E+01, -0.9582714E+00,  0.5155884E-03
  0.1420174E+01, -0.9582714E+00,  0.5092448E-03
  0.1425083E+01, -0.9582714E+00,  0.4922633E-03
  0.1429993E+01, -0.9582714E+00,  0.4645880E-03
  0.1434902E+01, -0.9582714E+00,  0.4263279E-03
  0.1439811E+01, -0.9582714E+00,  0.3780421E-03
  0.1346536E+01, -0.9504166E+00,  0.3726670E-03
  0.1351445E+01, -0.9504166E+00,  0.5120890E-03
  0.1356354E+01, -0.9504166E+00,  0.6450056E-03
  0.1361263E+01, -0.9504166E+00,  0.7693323E-03
  0.1366173E+01, -0.9504166E+00,  0.8847887E-03
  0.1371082E+01, -0.9504166E+00,  0.9912438E-03
  0.1375991E+01, -0.9504166E+00,  0.1088575E-02
  0.1380900E+01, -0.9504166E+00,  0.1176251E-02
  0.1385810E+01, -0.9504166E+00,  0.1253517E-02
  0.1390719E+01, -0.9504166E+00,  0.1321699E-02
  0.1395628E+01, -0.9504166E+00,  0.1380812E-02
  0.1400537E+01, -0.9504166E+00,  0.1430432E-02
  0.1405446E+01, -0.9504166E+00,  0.1470276E-02
  0.1410356E+01, -0.9504166E+00,  0.1499974E-02
  0.1415265E+01, -0.9504166E+00,  0.1519375E-02
  0.1420174E+01, -0.9504166E+00,  0.1528208E-02
  0.1425083E+01, -0.9504166E+00,  0.1526398E-02
  0.1429993E+01, -0.9504166E+00,  0.1513767E-02
  0.1434902E+01, -0.9504166E+00,  0.1490325E-02
  0.1439811E+01, -0.9504166E+00,  0.1455975E-02
  0.1444720E+01, -0.9504166E+00,  0.1410586E-02
  0.1449629E+01, -0.9504166E+00,  0.1353188E-02
  0.1454539E+01, -0.9504166E+00,  0.1283304E-02
  0.1459448E+01, -0.9504166E+00,  0.1201134E-02
  0.1464357E+01, -0.9504166E+00,  0.1106739E-02
  0.1469266E+01, -0.9504166E+00,  0.1000080E-02
  0.1474176E+01, -0.9504166E+00,  0.8808618E-03
  0.1479085E+01, -0.9504166E+00,  0.7485651E-03
  0.1483994E+01, -0.9504166E+00,  0.6040203E-03
  0.1488903E+01, -0.9504166E+00,  0.4481804E-03
  0.1326899E+01, -0.9425619E+00,  0.4711903E-03
  0.1331808E+01, -0.9425619E+00,  0.6596223E-03
  0.1336717E+01, -0.9425619E+00,  0.8403814E-03
  0.1341627E+01, -0.9425619E+00,  0.1013032E-02
  0.1346536E+01, -0.9425619E+00,  0.1176992E-02
  0.1351445E+01, -0.9425619E+00,  0.1333567E-02
  0.1356354E+01, -0.9425619E+00,  0.1482425E-02
  0.1361263E+01, -0.9425619E+00,  0.1623060E-02
  0.1366173E+01, -0.9425619E+00,  0.1755016E-02
  0.1371082E+01, -0.9425619E+00,  0.1878092E-02
  0.1375991E+01, -0.9425619E+00,  0.1991947E-02
  0.1380900E+01, -0.9425619E+00,  0.2096418E-02
  0.1385810E+01, -0.9425619E+00,  0.2191192E-02
  0.1390719E+01, -0.9425619E+00,  0.2276467E-02
  0.1395628E+01, -0.9425619E+00,  0.2352061E-02
  0.1400537E+01, -0.9425619E+00,  0.2417928E-02
  0.1405446E+01, -0.9425619E+00,  0.2473714E-02
  0.1410356E+01, -0.9425619E+00,  0.2519330E-02
  0.1415265E+01, -0.9425619E+00,  0.2554430E-02
  0.1420174E+01, -0.9425619E+00,  0.2578950E-02
  0.1425083E+01, -0.9425619E+00,  0.2592586E-02
  0.1429993E+01, -0.9425619E+00,  0.2595297E-02
  0.1434902E+01, -0.9425619E+00,  0.2586809E-02
  0.1439811E+01, -0.9425619E+00,  0.2567046E-02
  0.1444720E+01, -0.9425619E+00,  0.2535662E-02
  0.1449629E+01, -0.9425619E+00,  0.2492388E-02
  0.1454539E+01, -0.9425619E+00,  0.2436872E-02
  0.1459448E+01, -0.9425619E+00,  0.2369050E-02
  0.1464357E+01, -0.9425619E+00,  0.2288762E-02
  0.1469266E+01, -0.9425619E+00,  0.2195950E-02
  0.1474176E+01, -0.9425619E+00,  0.2090436E-02
  0.1479085E+01, -0.9425619E+00,  0.1972156E-02
  0.1483994E+01, -0.9425619E+00,  0.1841186E-02
  0.1488903E+01, -0.9425619E+00,  0.1697650E-02
  0.1493812E+01, -0.9425619E+00,  0.1541370E-02
  0.1498722E+01, -0.9425619E+00,  0.1371200E-02
  0.1503631E+01, -0.9425619E+00,  0.1187469E-02
  0.1508540E+01, -0.9425619E+00,  0.9903246E-03
  0.1513449E+01, -0.9425619E+00,  0.7791179E-03
  0.1518359E+01, -0.9425619E+00,  0.5552413E-03
  0.1307262E+01, -0.9347072E+00,  0.3384316E-03
  0.1312171E+01, -0.9347072E+00,  0.5715635E-03
  0.1317081E+01, -0.9347072E+00,  0.7981646E-03
  0.1321990E+01, -0.9347072E+00,  0.1016969E-02
  0.1326899E+01, -0.9347072E+00,  0.1228962E-02
  0.1331808E+01, -0.9347072E+00,  0.1434181E-02
  0.1336717E+01, -0.9347072E+00,  0.1632121E-02
  0.1341627E+01, -0.9347072E+00,  0.1822327E-02
  0.1346536E+01, -0.9347072E+00,  0.2004619E-02
  0.1351445E+01, -0.9347072E+00,  0.2178915E-02
  0.1356354E+01, -0.9347072E+00,  0.2345142E-02
  0.1361263E+01, -0.9347072E+00,  0.2502928E-02
  0.1366173E+01, -0.9347072E+00,  0.2652102E-02
  0.1371082E+01, -0.9347072E+00,  0.2792288E-02
  0.1375991E+01, -0.9347072E+00,  0.2923376E-02
  0.1380900E+01, -0.9347072E+00,  0.3045009E-02
  0.1385810E+01, -0.9347072E+00,  0.3157154E-02
  0.1390719E+01, -0.9347072E+00,  0.3259526E-02
  0.1395628E+01, -0.9347072E+00,  0.3352146E-02
  0.1400537E+01, -0.9347072E+00,  0.3434676E-02
  0.1405446E+01, -0.9347072E+00,  0.3507097E-02
  0.1410356E+01, -0.9347072E+00,  0.3569034E-02
  0.1415265E+01, -0.9347072E+00,  0.3620460E-02
  0.1420174E+01, -0.9347072E+00,  0.3661006E-02
  0.1425083E+01, -0.9347072E+00,  0.3690645E-02
  0.1429993E+01, -0.9347072E+00,  0.3709029E-02
  0.1434902E+01, -0.9347072E+00,  0.3716111E-02
  0.1439811E+01, -0.9347072E+00,  0.3711548E-02
  0.1444720E+01, -0.9347072E+00,  0.3695240E-02
  0.1449629E+01, -0.9347072E+00,  0.3666834E-02
  0.1454539E+01, -0.9347072E+00,  0.3626213E-02
  0.1459448E+01, -0.9347072E+00,  0.3573109E-02
  0.1464357E+01, -0.9347072E+00,  0.3507447E-02
  0.1469266E+01, -0.9347072E+00,  0.3429019E-02
  0.1474176E+01, -0.9347072E+00,  0.3337755E-02
  0.1479085E+01, -0.9347072E+00,  0.3233493E-02
  0.1483994E+01, -0.9347072E+00,  0.3116199E-02
  0.1488903E+01, -0.9347072E+00,  0.2985734E-02
  0.1493812E+01, -0.9347072E+00,  0.2841946E-02
  0.1498722E+01, -0.9347072E+00,  0.2684520E-02
  0.1503631E+01, -0.9347072E+00,  0.2513390E-02
  0.1508540E+01, -0.9347072E+00,  0.2328481E-02
  0.1513449E+01, -0.9347072E+00,  0.2129748E-02
  0.1518359E+01, -0.9347072E+00,  0.1917334E-02
  0.1523268E+01, -0.9347072E+00,  0.1691248E-02
  0.1528177E+01, -0.9347072E+00,  0.1450536E-02
  0.1533086E+01, -0.9347072E+00,  0.1195557E-02
  0.1537995E+01, -0.9347072E+00,  0.9264082E-03
  0.1542905E+01, -0.9347072E+00,  0.6431042E-03
  0.1297444E+01, -0.9268525E+00,  0.5278947E-03
  0.1302353E+01, -0.9268525E+00,  0.7902188E-03
  0.1307262E+01, -0.9268525E+00,  0.1046235E-02
  0.1312171E+01, -0.9268525E+00,  0.1296651E-02
  0.1317081E+01, -0.9268525E+00,  0.1540763E-02
  0.1321990E+01, -0.9268525E+00,  0.1778123E-02
  0.1326899E+01, -0.9268525E+00,  0.2008522E-02
  0.1331808E+01, -0.9268525E+00,  0.2231868E-02
  0.1336717E+01, -0.9268525E+00,  0.2447801E-02
  0.1341627E+01, -0.9268525E+00,  0.2656147E-02
  0.1346536E+01, -0.9268525E+00,  0.2856565E-02
  0.1351445E+01, -0.9268525E+00,  0.3048978E-02
  0.1356354E+01, -0.9268525E+00,  0.3233058E-02
  0.1361263E+01, -0.9268525E+00,  0.3408703E-02
  0.1366173E+01, -0.9268525E+00,  0.3575536E-02
  0.1371082E+01, -0.9268525E+00,  0.3733468E-02
  0.1375991E+01, -0.9268525E+00,  0.3882118E-02
  0.1380900E+01, -0.9268525E+00,  0.4021436E-02
  0.1385810E+01, -0.9268525E+00,  0.4151055E-02
  0.1390719E+01, -0.9268525E+00,  0.4270972E-02
  0.1395628E+01, -0.9268525E+00,  0.4380824E-02
  0.1400537E+01, -0.9268525E+00,  0.4480614E-02
  0.1405446E+01, -0.9268525E+00,  0.4569956E-02
  0.1410356E+01, -0.9268525E+00,  0.4648848E-02
  0.1415265E+01, -0.9268525E+00,  0.4716894E-02
  0.1420174E+01, -0.9268525E+00,  0.4774084E-02
  0.1425083E+01, -0.9268525E+00,  0.4820032E-02
  0.1429993E+01, -0.9268525E+00,  0.4854713E-02
  0.1434902E+01, -0.9268525E+00,  0.4877754E-02
  0.1439811E+01, -0.9268525E+00,  0.4889103E-02
  0.1444720E+01, -0.9268525E+00,  0.4888404E-02
  0.1449629E+01, -0.9268525E+00,  0.4875574E-02
  0.1454539E+01, -0.9268525E+00,  0.4850294E-02
  0.1459448E+01, -0.9268525E+00,  0.4812481E-02
  0.1464357E+01, -0.9268525E+00,  0.4761870E-02
  0.1469266E+01, -0.9268525E+00,  0.4698382E-02
